country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
USA,2020-11,3.6759224192117603,5.1,46.37,0.71,6.21,4690.0,72.72,104.53,3.35
SAU,2020-12,4.8891552195134755,2.99,35.01,0.69,6.6,7804.0,2.42,83.85,3.27
SAU,2023-03,4.559085995965143,4.83,72.46,3.94,5.1,14485.0,2.67,120.14,1.1
IDN,2021-09,4.541238548460729,0.75,69.05,0.54,4.22,8249.0,7.07,98.88,1.0
ZAF,2021-03,6.107681686249941,2.96,83.66,0.25,6.66,12510.0,51.37,106.15,1.13
EU,2020-10,2.8405668720668733,0.53,41.96,-0.4,5.63,11106.0,28.67,90.16,3.41
GBR,2023-10,5.910581430029563,5.28,69.22,2.27,4.8,15993.0,29.41,148.07,1.92
THA,2020-05,2.563250880001257,3.24,49.87,-1.58,7.12,9688.0,38.06,84.11,3.31
BRA,2023-09,2.3306645864261646,1.75,76.95,3.22,4.37,10438.0,14.07,134.94,1.0
IDN,2021-10,5.35987426757781,1.85,71.79,3.87,4.88,9707.0,7.4,121.64,1.06
PHL,2023-09,4.694798875350629,2.18,84.4,2.51,3.48,9279.0,28.98,130.46,2.56
MEX,2022-10,5.448526198076755,2.41,117.41,0.34,5.1,13780.0,93.53,120.85,1.32
AUS,2020-05,4.92515145305832,0.21,33.64,4.2,7.79,12125.0,98.51,116.64,3.61
ARG,2023-07,1.1569194903664939,4.01,85.01,6.5,4.42,10318.0,69.72,134.13,1.0
VNM,2024-04,3.962669973624105,3.06,83.81,3.9,6.58,12501.0,101.06,133.11,2.02
GBR,2020-09,3.2537453303480848,6.89,35.99,2.7,5.58,8962.0,31.15,79.75,4.18
EU,2022-09,5.581280042090762,0.15,127.13,2.32,6.42,8162.0,29.0,134.11,1.0
JPN,2021-02,3.6345613002314536,0.9,60.76,1.4,7.9,10397.0,66.53,126.26,2.28
RUS,2020-06,4.874776825024723,2.47,38.18,3.42,6.46,10635.0,5.56,96.59,3.18
RUS,2021-12,4.124370539484989,4.82,72.97,1.41,7.21,11766.0,6.18,92.45,1.18
BRA,2020-10,1.3866307768101631,2.87,42.68,3.2,7.19,9676.0,15.75,105.83,2.4
RUS,2021-12,3.5273475571881363,4.82,72.97,1.41,7.21,11766.0,6.18,92.45,1.18
EU,2021-02,2.0024244761232692,1.31,66.99,0.6,6.8,12653.0,29.83,104.4,1.36
JPN,2024-02,4.464240751114511,2.47,70.21,4.13,3.89,14306.0,58.51,144.56,1.0
SAU,2023-02,5.330604746582431,3.01,75.58,7.02,3.53,12411.0,2.53,137.34,1.78
KOR,2024-04,4.967314778545508,5.68,77.72,2.43,2.0,18402.0,23.29,143.13,2.1
IDN,2021-10,4.156904139820787,1.85,71.79,3.87,4.88,9707.0,7.4,121.64,1.06
AUS,2021-06,4.017831402076355,1.3,82.54,6.79,8.19,12185.0,104.9,103.13,1.87
ZAF,2022-03,4.3223760428893545,4.67,108.75,6.47,5.51,10597.0,61.19,123.87,1.82
THA,2020-03,1.020768049716243,0.3,40.66,1.75,5.29,12405.0,35.75,107.58,3.57
IDN,2023-05,5.204975533109734,-0.33,70.89,6.39,5.03,10952.0,7.43,122.37,1.98
ARG,2021-01,3.212688542413774,2.95,86.29,0.94,4.78,14521.0,76.05,117.76,1.59
RUS,2023-07,3.937109591241946,4.5,70.88,5.98,4.52,16913.0,5.37,122.88,1.5
BRA,2023-05,3.1283732975614416,2.48,71.54,4.97,4.29,12227.0,16.28,114.57,1.9
VNM,2024-02,5.606142759550157,1.5,80.16,2.14,3.5,8283.0,101.35,137.19,1.6
TUR,2020-03,2.6684972428690696,4.51,41.41,-0.32,7.1,6939.0,84.42,83.83,4.42
RUS,2022-01,5.981268188704471,3.68,126.1,-1.32,6.19,10024.0,5.51,121.94,1.61
TUR,2024-01,5.199495247040611,4.32,80.49,0.84,3.76,12782.0,83.01,145.27,2.09
ZAF,2020-09,4.877640784784563,2.16,43.38,-0.25,5.09,15422.0,56.93,97.8,2.64
JPN,2020-11,5.534988245942645,0.31,39.52,3.33,5.95,9839.0,57.98,98.83,2.61
VNM,2024-03,4.863392746201649,2.67,76.57,3.62,3.85,17918.0,94.82,146.98,1.79
CHN,2024-09,4.512135667577021,1.2,77.24,2.42,4.57,13069.0,66.07,127.65,1.47
VNM,2023-07,3.9477724834794525,1.68,70.53,1.89,6.88,17070.0,82.77,115.52,1.69
AUS,2021-01,2.1687760849536417,2.97,67.79,-2.2,6.68,11424.0,99.78,108.85,1.53
BRA,2022-01,5.406012502439941,3.51,142.55,1.14,5.18,7556.0,16.19,112.19,1.0
ARG,2023-01,2.425602589051053,3.07,83.15,0.45,5.37,16042.0,84.11,131.98,1.44
AUS,2022-06,3.963685162799071,1.62,100.11,1.69,6.41,13287.0,96.42,121.23,1.21
TUR,2020-06,3.17202324420454,5.42,36.19,1.46,4.73,11756.0,90.22,129.93,3.43
VNM,2024-06,4.166503106544619,2.36,82.62,1.45,4.24,14336.0,94.84,123.31,1.52
MEX,2024-11,4.899830350785007,3.68,73.84,3.37,4.14,16792.0,84.05,152.27,1.69
ZAF,2021-12,5.007098545391961,2.46,76.62,3.45,5.37,14713.0,56.56,122.86,1.0
IND,2021-01,5.237482500252829,3.5,60.65,2.73,7.84,9821.0,49.16,107.77,2.04
AUS,2024-10,3.849897860574151,-0.83,80.97,5.11,4.74,14418.0,87.84,147.33,1.55
RUS,2024-02,2.4556646593882254,4.47,87.41,3.11,4.28,20553.0,5.55,129.92,1.24
IDN,2024-12,1.6641916636464784,1.41,88.51,7.67,4.94,17753.0,8.26,143.26,2.23
SAU,2021-01,4.44977924298942,4.05,62.03,4.82,5.69,11496.0,2.72,104.26,2.04
MEX,2022-03,4.112127119901091,1.84,104.01,4.47,5.63,11848.0,83.63,115.23,1.56
CAN,2020-10,4.103453485454367,1.26,38.13,2.03,6.37,10218.0,22.72,109.67,3.34
IDN,2020-08,4.50702886747145,-0.84,37.45,1.94,5.35,10926.0,7.19,90.35,4.02
ARG,2022-02,2.2544831726869656,3.65,86.84,3.9,4.82,10905.0,74.63,115.4,2.34
ARG,2020-04,2.9388686215895174,3.54,42.35,-2.95,6.73,11554.0,76.18,100.87,3.68
THA,2022-11,4.4201330574484,2.37,103.95,0.72,5.06,11296.0,40.78,107.67,2.04
IND,2022-03,6.057216479045795,3.61,100.31,4.5,4.83,9135.0,49.41,133.92,2.39
VNM,2021-07,3.603385725437236,2.14,72.11,1.92,7.1,9801.0,93.69,111.14,1.45
TUR,2024-05,4.589770378430596,5.18,70.28,7.23,2.36,13255.0,82.11,133.0,1.81
BRA,2023-04,1.9359820090949675,2.07,73.26,3.17,5.01,11759.0,16.19,134.8,1.76
CHN,2023-11,2.8047380823629253,2.13,58.31,3.67,4.7,12379.0,65.62,129.1,1.41
THA,2024-09,3.228407610845075,2.38,88.02,-1.18,5.59,16805.0,37.97,140.61,1.88
IND,2023-11,4.389785668219704,3.2,81.46,5.12,7.76,14239.0,48.76,133.92,1.01
IDN,2024-10,5.1991303768548995,-0.53,76.53,5.75,4.22,16630.0,7.33,135.01,2.06
ZAF,2020-08,5.969395296516118,2.27,29.48,3.23,6.02,6228.0,53.12,116.77,3.57
RUS,2023-05,4.730602926365125,3.29,75.71,5.63,6.12,11572.0,6.02,130.23,1.25
MEX,2024-12,5.254311243712892,3.77,71.78,4.48,3.28,13277.0,96.4,154.25,2.03
JPN,2021-11,3.2473596407602168,2.99,62.69,1.65,6.67,12508.0,63.77,110.98,1.88
IND,2021-03,3.2756075576352073,2.93,70.7,3.95,6.5,8960.0,52.54,111.9,2.08
USA,2022-02,4.562533476333167,6.31,111.2,2.76,6.05,11196.0,82.09,107.29,1.05
CHN,2022-07,6.0607269515458855,0.27,114.75,5.85,5.01,8147.0,62.16,120.16,1.59
ZAF,2024-06,5.128249722329373,2.97,78.92,3.7,3.83,14341.0,57.89,117.58,2.36
EU,2021-08,2.6553901357486387,-0.36,63.19,2.16,7.58,12385.0,29.14,106.93,1.0
SAU,2024-10,4.8392173460643155,4.8,86.94,3.21,4.92,10514.0,2.73,135.03,2.13
ARG,2022-08,3.3401652155746078,3.04,123.59,4.53,6.79,11279.0,74.65,124.22,1.36
ZAF,2024-11,5.292536880122861,1.24,86.35,4.98,6.18,14033.0,62.79,143.42,1.74
SAU,2024-03,3.279431617268003,3.83,74.45,1.45,2.9,14524.0,2.8,146.26,1.63
AUS,2020-04,4.763384344915869,0.85,44.64,-0.15,5.98,7693.0,101.04,113.25,3.25
CHN,2023-05,3.6005263644200878,1.45,67.1,3.22,6.74,10304.0,63.76,127.19,1.77
PHL,2020-01,4.521729564798459,2.44,36.73,3.77,8.56,12445.0,28.77,102.52,3.96
IDN,2022-10,5.560251486504194,1.08,127.98,3.61,7.75,10325.0,7.86,110.92,1.0
RUS,2023-10,5.329019543121687,4.17,74.86,2.41,4.64,13576.0,5.55,131.85,1.1
ZAF,2023-11,2.9627169512756493,2.85,68.82,6.53,7.79,9064.0,59.56,130.91,1.47
ARG,2021-03,3.2460911307413562,5.37,72.99,3.8,5.62,10199.0,79.04,94.08,1.82
TUR,2024-11,4.321875162483647,4.01,87.65,6.73,3.73,15426.0,83.75,151.43,1.0
ZAF,2020-07,6.907250704055478,2.06,44.0,2.19,7.74,11117.0,55.43,92.21,4.53
EU,2023-09,6.39435521510632,-1.53,71.37,4.18,5.34,10875.0,29.33,113.01,1.09
BRA,2023-12,3.020299288942961,1.15,78.36,5.71,4.39,13022.0,15.13,135.04,1.64
ZAF,2022-12,4.093697246749922,1.62,83.93,3.32,6.35,14906.0,56.01,110.9,1.51
CAN,2024-10,6.769881059098641,0.37,72.33,4.73,3.86,13339.0,22.87,140.57,2.67
JPN,2020-09,3.2255612127680435,1.33,36.15,2.69,5.94,9088.0,57.11,95.87,2.85
IDN,2024-10,5.199163392593387,-0.53,76.53,5.75,4.22,16630.0,7.33,135.01,2.06
RUS,2020-01,4.616769693035236,3.87,36.38,0.47,6.99,7715.0,5.25,82.65,3.05
USA,2020-04,4.92103465382423,4.52,39.19,2.28,5.23,9989.0,83.52,110.92,3.23
PHL,2020-02,2.3560037538728693,4.24,38.62,2.5,7.02,7372.0,26.85,110.65,3.59
CAN,2024-07,4.646733147730372,0.59,84.08,5.51,5.78,9218.0,23.84,136.22,1.4
THA,2021-07,1.8941886097348748,1.31,64.85,3.26,6.36,9170.0,40.26,97.22,1.79
MEX,2024-07,3.789230600882329,1.23,75.81,3.16,5.1,12934.0,93.08,127.92,1.56
THA,2023-02,2.6182229380842,0.61,61.99,1.13,5.49,13869.0,37.12,124.54,1.48
IDN,2021-07,3.9555096159109966,0.45,65.53,1.0,6.25,11234.0,7.91,123.15,1.0
GBR,2020-11,2.3823396732659003,5.07,41.09,1.14,6.01,9824.0,29.97,87.49,3.01
BRA,2021-03,3.2631037819225974,3.48,76.72,2.12,6.39,12953.0,15.31,122.5,2.26
KOR,2023-10,4.330719619317596,5.32,89.17,0.79,3.54,9873.0,19.38,148.66,1.0
PHL,2024-02,4.094885380835923,4.51,79.98,1.69,5.43,13659.0,27.49,144.33,1.43
CAN,2020-12,4.367658870918846,-1.02,29.88,2.17,6.01,9362.0,23.82,95.14,3.6
IDN,2022-01,6.6344842370307315,1.52,108.87,4.57,6.09,12536.0,8.05,109.36,2.0
KOR,2024-05,6.362116675963611,3.56,68.06,-1.63,4.4,13486.0,22.95,132.15,1.16
RUS,2024-03,5.706126294729326,2.57,87.53,2.1,3.93,14117.0,5.25,159.26,1.0
USA,2021-09,4.195713562556783,4.62,60.37,1.75,6.74,11092.0,76.18,105.48,1.99
ZAF,2024-01,3.512848869784084,2.98,73.66,2.27,3.15,11453.0,57.21,133.94,1.0
CAN,2024-03,4.404418663997346,-0.05,79.6,1.73,3.98,11947.0,23.21,121.08,2.23
ZAF,2021-10,1.8416128386197697,2.23,66.22,3.13,5.41,10105.0,54.11,125.55,1.0
KOR,2024-05,5.059947393721205,3.56,68.06,-1.63,4.4,13486.0,22.95,132.15,1.16
VNM,2020-02,3.7519710997548916,2.03,37.84,5.65,7.37,9158.0,98.57,96.74,3.7
SAU,2024-12,4.515679099265471,2.36,86.91,4.17,4.04,14402.0,2.71,150.47,1.26
THA,2024-10,5.417968089455794,1.13,91.62,1.36,3.45,12543.0,38.11,121.48,1.23
MEX,2023-11,3.9107662193388597,3.26,74.8,-0.88,5.0,15191.0,86.49,114.1,1.0
EU,2021-07,3.983554706423615,-0.67,74.63,3.39,7.95,8420.0,29.7,107.4,2.56
MEX,2021-05,5.911802326248983,2.16,78.22,1.77,6.15,12214.0,90.4,102.38,1.08
THA,2020-07,-0.6620109703869872,1.61,40.02,0.35,7.41,11460.0,36.31,95.78,3.39
THA,2024-08,1.9396717242259336,2.14,80.21,4.23,4.16,11563.0,37.81,149.32,1.37
EU,2022-04,4.198558026938733,0.19,109.06,1.09,5.8,11014.0,27.36,113.72,1.22
THA,2020-05,2.9301592545819437,3.24,49.87,-1.58,7.12,9688.0,38.06,84.11,3.31
KOR,2023-12,2.899781527404521,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
MEX,2021-10,4.831561012531445,4.08,78.72,0.78,7.14,7628.0,88.74,108.46,1.0
AUS,2022-08,6.325054191987046,0.85,153.77,-1.65,5.41,9288.0,100.88,120.16,1.41
PHL,2021-08,1.3990166428329924,3.12,70.72,0.45,4.99,13117.0,26.42,110.85,1.38
JPN,2020-11,6.3046729341724115,0.31,39.52,3.33,5.95,9839.0,57.98,98.83,2.61
VNM,2021-06,6.185818070542413,0.19,80.49,3.21,4.72,7901.0,83.31,127.55,1.15
ARG,2024-09,2.2222392100657067,3.15,78.49,4.95,4.36,8011.0,75.94,142.54,1.43
RUS,2023-12,3.5804909690994595,5.36,75.44,0.3,5.68,12850.0,5.88,136.68,1.9
EU,2022-06,3.8009919768975924,1.44,92.43,4.02,5.47,11240.0,26.8,118.26,2.1
THA,2020-08,1.877766638959016,1.26,34.8,3.47,5.72,8920.0,37.61,92.99,3.08
CAN,2023-10,4.276633024648673,2.25,76.03,7.06,4.83,13994.0,24.36,121.73,1.22
EU,2022-02,3.5471360898367927,0.19,117.95,0.52,6.01,12153.0,24.88,120.54,1.0
TUR,2020-07,4.06244863306341,5.89,36.23,2.03,5.72,8913.0,87.63,95.29,3.44
MEX,2021-02,4.474781598507263,2.34,69.6,0.26,6.07,11206.0,84.35,117.38,1.87
GBR,2022-12,4.70394897714126,5.25,98.15,-1.17,3.94,10202.0,28.85,138.63,1.19
BRA,2022-07,6.930607617560722,0.72,103.31,1.72,5.19,11129.0,15.84,126.34,1.56
ZAF,2023-06,6.070827436424506,2.26,75.62,-0.67,6.39,12103.0,58.39,131.42,1.0
IDN,2020-03,2.7201865300381716,1.09,38.89,3.26,5.49,10968.0,7.25,94.71,3.53
GBR,2024-10,3.1417830898838353,4.71,70.01,5.33,3.78,13156.0,28.35,136.88,1.96
IDN,2020-10,1.488736550835088,1.05,46.33,4.6,5.36,7516.0,7.58,96.12,2.48
KOR,2024-12,3.337181288318224,7.9,76.43,5.29,5.1,13393.0,20.27,147.95,1.0
IND,2020-04,6.0960811134829305,2.51,42.26,3.47,7.69,10857.0,51.48,125.9,2.97
CHN,2023-12,3.9432670560969383,1.2,69.41,3.09,5.19,15446.0,61.82,124.4,1.36
EU,2020-01,3.1773647857882135,-0.48,40.24,1.12,6.95,9738.0,27.35,94.11,3.16
TUR,2020-09,3.6174663013331134,5.57,42.79,2.71,6.09,11365.0,83.36,99.29,3.82
THA,2021-09,2.7957819135559574,2.52,91.96,2.94,5.75,10299.0,37.75,103.52,1.0
GBR,2024-02,4.968469164414965,4.67,78.18,3.94,3.13,13260.0,25.86,127.47,1.51
MEX,2021-03,6.33783277824281,2.73,72.33,-0.27,6.35,9707.0,94.22,101.05,1.14
AUS,2024-02,4.083181786548341,1.67,83.24,3.92,4.7,10645.0,94.51,139.91,1.61
TUR,2022-07,5.423956873329377,5.0,111.85,1.32,4.25,15912.0,82.49,123.96,1.0
GBR,2022-10,4.53547699933128,5.58,104.6,6.74,6.08,11852.0,29.88,94.89,1.05
IDN,2024-09,4.869408163011073,-0.95,82.35,4.32,3.12,10847.0,7.41,135.0,1.08
ARG,2024-10,5.109927658935264,3.0,84.38,8.16,4.67,9733.0,73.19,139.65,2.23
KOR,2024-03,6.393044339437725,2.97,71.65,4.93,4.27,13600.0,19.56,126.09,1.26
MEX,2022-12,6.669931466024512,2.26,120.48,5.43,6.01,11244.0,84.14,124.36,2.22
IDN,2023-03,3.040196514446435,1.34,61.98,2.84,4.88,8524.0,6.95,127.0,2.03
MEX,2024-12,6.229416850033081,3.77,71.78,4.48,3.28,13277.0,96.4,154.25,2.03
GBR,2020-03,4.996091369406271,3.89,43.04,4.34,4.91,10198.0,29.04,86.11,4.88
THA,2024-12,2.784049438404848,2.77,82.89,3.57,3.97,14121.0,34.34,140.93,1.67
ZAF,2023-10,5.740267063127414,2.26,65.63,0.15,5.46,8952.0,56.01,120.76,1.6
CAN,2022-10,6.012707584019499,-1.19,104.07,2.38,4.04,16676.0,23.66,133.15,1.2
GBR,2020-09,3.6330484510747483,6.89,35.99,2.7,5.58,8962.0,31.15,79.75,4.18
VNM,2021-10,4.438291049221066,-0.1,79.83,-0.56,5.38,13232.0,95.39,110.26,2.33
ZAF,2024-10,5.596307280885864,1.48,73.55,2.88,5.11,8064.0,59.58,139.6,1.28
KOR,2020-07,3.599187787167199,5.63,42.64,4.31,5.29,7252.0,20.94,85.89,3.44
TUR,2024-08,4.2546622406684715,4.85,75.39,3.17,4.49,15629.0,76.77,130.22,1.27
KOR,2023-08,4.358403478252068,6.22,77.08,-0.41,4.86,10866.0,23.02,121.57,1.53
ARG,2021-01,2.342199531356637,2.95,86.29,0.94,4.78,14521.0,76.05,117.76,1.59
PHL,2022-12,3.204444244611058,3.77,137.16,-0.56,5.81,12254.0,26.83,108.85,2.11
ARG,2023-12,4.855334176098951,3.46,69.05,1.54,4.56,15172.0,74.88,132.91,1.72
GBR,2022-10,4.992853945053727,5.58,104.6,6.74,6.08,11852.0,29.88,94.89,1.05
EU,2023-10,3.183964329157735,0.74,68.99,1.33,7.21,11510.0,27.51,127.04,2.08
EU,2020-11,3.1576007046237273,1.33,30.44,0.29,4.91,13029.0,27.12,98.66,3.7
BRA,2023-10,2.8300807055733386,3.52,65.99,-0.72,5.05,11601.0,17.93,135.58,1.37
PHL,2020-03,1.264643268144623,4.04,49.48,-0.14,8.12,10400.0,26.36,94.72,3.42
ZAF,2023-06,6.8315442062948675,2.26,75.62,-0.67,6.39,12103.0,58.39,131.42,1.0
JPN,2024-02,2.814485504504041,2.47,70.21,4.13,3.89,14306.0,58.51,144.56,1.0
EU,2020-09,3.95840064819544,-1.26,34.22,6.16,7.23,12891.0,28.13,106.8,2.73
MEX,2024-02,4.822794882675026,1.22,81.99,6.45,4.99,12096.0,84.38,137.71,1.68
EU,2024-07,2.996648426891149,0.66,81.48,3.28,3.9,15967.0,26.08,148.85,1.54
VNM,2023-05,4.487527095387547,1.96,80.16,3.5,6.58,12200.0,94.29,129.05,2.58
AUS,2020-06,1.3771048509826604,0.13,47.07,1.98,5.21,8998.0,102.35,98.57,3.72
TUR,2024-04,2.745158047465211,4.64,87.29,1.53,2.24,15136.0,83.7,144.31,1.43
CHN,2022-06,3.6917584789769755,0.59,106.16,3.49,5.11,8103.0,59.73,124.2,1.34
ZAF,2022-05,7.839114765313104,2.15,131.55,2.33,6.27,9469.0,61.22,112.25,1.15
USA,2020-06,3.8119375599793317,5.65,40.67,3.01,6.29,11775.0,67.8,93.77,3.79
RUS,2022-09,7.407374854868654,2.27,121.45,1.29,8.21,13148.0,6.39,115.09,2.09
EU,2021-02,2.096784418700427,1.31,66.99,0.6,6.8,12653.0,29.83,104.4,1.36
IND,2023-07,4.815362274647058,1.81,77.81,2.67,4.26,12931.0,49.67,123.25,2.04
KOR,2023-05,5.3519966293909285,2.96,97.53,6.7,4.74,12143.0,21.55,128.28,1.0
USA,2022-11,5.990484618038939,5.7,110.18,2.02,6.35,10744.0,71.09,117.29,1.97
AUS,2024-11,4.149406195295625,0.67,72.87,1.8,4.51,15496.0,102.61,124.68,1.3
AUS,2022-07,6.148063667441246,-0.27,121.2,3.54,4.97,17462.0,96.97,111.31,1.66
IDN,2023-05,5.356208820613917,-0.33,70.89,6.39,5.03,10952.0,7.43,122.37,1.98
CHN,2021-06,4.125976972968749,1.52,71.57,1.85,7.09,13190.0,61.11,119.24,2.04
SAU,2022-03,5.390592734300617,2.71,100.61,4.06,5.55,13867.0,2.58,130.45,1.61
GBR,2021-03,4.393067088340744,3.94,71.85,1.59,6.8,11273.0,29.28,102.29,2.2
IND,2020-03,4.967262459707316,3.12,38.33,5.63,5.43,8090.0,53.57,100.24,3.3
PHL,2024-09,2.3945229816412144,4.04,79.97,0.35,4.87,11226.0,27.55,128.85,2.35
RUS,2023-06,5.348235694338401,3.05,84.23,2.83,5.06,11300.0,6.11,133.24,1.07
ARG,2022-04,3.3360911683476626,3.32,134.69,1.95,5.88,7470.0,72.91,111.53,1.78
CHN,2023-02,3.1766894353362054,0.8,77.64,-0.32,2.86,10096.0,65.7,135.33,1.0
EU,2023-08,3.1959137081411777,0.04,63.8,0.78,5.28,16761.0,25.36,144.55,1.86
CAN,2022-10,5.672590711528607,-1.19,104.07,2.38,4.04,16676.0,23.66,133.15,1.2
TUR,2021-01,4.169513969016804,4.15,75.45,1.13,8.19,13026.0,86.03,107.53,1.72
TUR,2023-07,5.105873093727144,5.37,74.09,4.07,6.21,10432.0,87.39,112.2,1.22
CAN,2023-07,4.655231235335866,-0.02,89.98,3.4,5.52,13098.0,26.17,109.67,1.99
EU,2022-06,4.347512664071301,1.44,92.43,4.02,5.47,11240.0,26.8,118.26,2.1
GBR,2021-01,2.9160962779496824,4.19,71.73,-1.59,7.49,16378.0,29.39,101.67,1.76
USA,2020-09,4.579762795882731,3.26,44.52,-0.08,7.24,8931.0,71.77,97.88,3.51
SAU,2020-06,6.946073301806164,3.19,36.17,-2.35,8.29,11347.0,2.8,95.66,3.03
AUS,2023-06,2.7327145074911154,-0.38,62.53,1.92,4.53,14102.0,93.06,115.17,1.91
RUS,2022-05,3.1132483511411544,3.83,94.76,4.67,5.16,13966.0,6.17,110.0,1.32
BRA,2020-09,3.666969149846876,2.53,44.75,2.1,6.68,6935.0,15.68,81.56,3.62
SAU,2021-03,3.614339675934894,4.19,70.31,3.22,5.67,11728.0,2.67,113.25,1.42
MEX,2021-10,4.618178425341289,4.08,78.72,0.78,7.14,7628.0,88.74,108.46,1.0
JPN,2020-09,4.062807731598834,1.33,36.15,2.69,5.94,9088.0,57.11,95.87,2.85
IND,2022-10,7.187944841279424,1.91,117.51,1.26,5.33,10698.0,45.08,115.28,1.0
EU,2023-09,5.076936522203954,-1.53,71.37,4.18,5.34,10875.0,29.33,113.01,1.09
SAU,2022-05,6.4031021647177155,2.93,116.19,-1.75,5.53,7540.0,2.81,122.72,2.29
BRA,2022-10,4.95057734035981,2.66,98.32,2.99,5.21,14127.0,16.24,133.57,2.18
RUS,2020-01,5.186440911308366,3.87,36.38,0.47,6.99,7715.0,5.25,82.65,3.05
PHL,2020-03,2.047310185109709,4.04,49.48,-0.14,8.12,10400.0,26.36,94.72,3.42
SAU,2024-12,5.7813723259842,2.36,86.91,4.17,4.04,14402.0,2.71,150.47,1.26
ZAF,2021-05,7.436192198766527,2.26,88.98,1.03,5.75,13387.0,59.03,108.32,1.44
GBR,2024-05,4.992624136031047,4.75,85.38,3.04,5.12,13992.0,29.32,125.91,1.0
MEX,2021-08,4.006281703471553,2.57,76.83,1.26,4.52,10516.0,97.93,112.58,1.8
TUR,2024-11,4.489200706515819,4.01,87.65,6.73,3.73,15426.0,83.75,151.43,1.0
EU,2023-09,5.307683644228748,-1.53,71.37,4.18,5.34,10875.0,29.33,113.01,1.09
SAU,2020-05,6.122902338520348,2.34,41.1,7.04,6.25,8328.0,2.8,80.74,3.26
KOR,2021-09,5.189949667901082,3.61,78.57,1.54,6.97,11208.0,21.05,102.23,1.58
KOR,2021-06,5.873552128765911,4.28,90.36,5.01,8.19,13677.0,19.48,107.66,1.08
BRA,2020-03,3.5966857231309834,3.89,39.78,-0.85,6.99,8660.0,16.8,111.82,3.59
ZAF,2024-03,4.299602136163011,3.95,72.58,-0.99,4.7,13733.0,56.29,159.19,2.14
RUS,2022-01,7.105659902994265,3.68,126.1,-1.32,6.19,10024.0,5.51,121.94,1.61
MEX,2023-07,2.479134240077885,3.24,97.24,-1.15,4.76,9480.0,82.55,151.46,1.0
AUS,2021-08,3.714691872347165,0.92,68.13,1.46,4.78,11773.0,100.47,98.78,1.86
JPN,2020-01,2.325463049643367,2.03,41.84,0.32,6.62,11251.0,58.37,119.54,2.45
EU,2023-07,3.9041755098126885,0.54,70.02,4.66,4.07,12349.0,26.76,142.88,1.74
SAU,2020-08,5.590956752139868,3.64,40.53,-3.54,6.93,11404.0,2.61,103.92,3.08
IND,2024-10,7.243279588128799,3.37,84.31,4.68,4.15,14055.0,50.29,134.26,1.72
GBR,2024-12,2.128462557529004,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
KOR,2022-03,4.234210931431582,4.21,86.19,1.05,6.23,15325.0,21.87,121.63,1.5
SAU,2021-04,5.981534231513731,4.1,71.68,3.5,5.6,12062.0,2.79,113.09,1.0
KOR,2024-04,6.0075775243438345,5.68,77.72,2.43,2.0,18402.0,23.29,143.13,2.1
BRA,2022-10,4.1351658665059405,2.66,98.32,2.99,5.21,14127.0,16.24,133.57,2.18
VNM,2022-04,5.2942943543336805,0.66,113.12,4.61,5.46,8936.0,93.12,126.82,1.64
VNM,2021-09,5.629804738725395,0.77,64.6,2.82,4.3,11431.0,95.19,120.29,1.11
PHL,2023-11,2.6815773731884662,4.44,56.67,1.96,4.46,8917.0,23.42,120.16,1.0
CAN,2020-07,5.417373367771904,-0.62,46.65,0.42,6.43,10705.0,23.13,110.82,4.16
RUS,2020-01,3.876037791007725,3.87,36.38,0.47,6.99,7715.0,5.25,82.65,3.05
USA,2021-04,4.0806054960793805,4.37,60.85,0.23,5.64,10646.0,77.16,115.56,1.81
TUR,2024-09,3.567384532374546,5.32,84.16,2.93,5.69,11788.0,83.85,150.22,2.29
ZAF,2022-06,4.663135924521497,3.29,109.41,4.59,6.36,9464.0,48.84,119.84,2.12
JPN,2023-04,6.4175493882398955,1.37,77.57,4.39,3.73,13048.0,60.49,147.03,2.38
VNM,2024-06,4.446886359483299,2.36,82.62,1.45,4.24,14336.0,94.84,123.31,1.52
USA,2024-07,0.999527934655734,6.34,94.25,2.72,3.83,12767.0,68.53,153.96,2.01
ARG,2024-02,4.078757602564202,3.41,73.62,4.82,5.33,6387.0,77.7,145.98,1.66
CAN,2024-01,1.484030722862284,0.99,88.16,3.6,5.14,14064.0,23.28,150.79,1.51
SAU,2020-04,2.8943560583476513,4.77,36.18,-1.85,5.69,8018.0,2.55,116.77,3.69
SAU,2024-02,4.822678272807182,3.1,80.81,3.95,3.91,14788.0,2.59,152.74,1.47
EU,2023-06,6.956865636092569,-1.34,80.79,3.16,6.81,15796.0,27.79,136.24,2.65
CHN,2024-06,3.8418966293636596,0.93,79.06,2.54,5.66,14087.0,65.89,135.79,1.0
BRA,2022-02,4.428397594843484,1.57,122.03,-3.18,4.69,8601.0,16.83,129.57,1.93
CHN,2021-04,3.3722316997459294,0.11,58.65,2.46,7.8,7216.0,63.93,113.83,2.23
MEX,2023-02,5.259989859034339,2.43,82.83,3.06,4.81,15228.0,83.92,142.12,1.09
EU,2021-06,3.2581286851127143,-0.2,62.89,2.07,5.38,10565.0,28.75,117.01,1.21
